,LKXIP Index,RACLCORP Index,IPSA Index,PEBUY Index,LEGATRUU Index,LF98TRUU Index,NDDUWI Index,NDUEEGF Index,NDX Index
2008-10-31,-0.0025228921057176557,-0.04376624807599394,-0.10518410693541924,0.20225346773985486,0.1579358630598453,0.011013539389475024,-0.025694657206328575,-0.12677582549216504,0.006536115800838127
2008-11-30,-0.0036462594775460433,-0.012916292331203616,-0.04256009839834973,-0.022842797434247553,0.005411787397331835,-0.11384726134120393,-0.08609289525981811,-0.09640060501185121,-0.13082041514507137
2008-12-31,0.005043819712922781,-0.020994941782397247,-0.014352470260467376,-0.20405102845965528,0.022943472882483995,0.03710587575606783,-0.005995359094106423,0.038219822690067407,-0.01546315270590759
2009-01-31,0.015452741219234234,0.042067049284008284,0.08236073994377735,-0.02531183072381693,-0.05718527948844554,0.03311083157294781,-0.11070007703376472,-0.08825783862583503,-0.05040375645161299
2009-02-28,0.013944868479197847,0.05076568948316584,-0.02299442836012533,-0.023882499834651627,-0.04568882541748176,-0.05416892512281679,-0.12379703149304722,-0.07894504460270502,-0.07469816513352301
2009-03-31,0.00853496774578133,-0.009475061407198226,0.009640028338231854,-0.03370173401748122,0.005224593845915448,0.013945703536602183,0.0567084829096578,0.12382112846167526,0.08856056960127101
2009-04-30,0.00023144084306636614,0.015580521757501353,0.07563280865907784,-0.004111271522643456,0.004847233356385594,0.11643765568254882,0.10760687211423692,0.16161151082657543,0.1228323546042942
2009-05-31,0.0015391071637169684,-0.019379732369287694,0.16112570234446255,-0.03390582324863389,0.0005736901294408625,0.03109717193679362,0.0536285166381929,0.13116952732907783,-0.004028548133904852
2009-06-30,0.003501459418593811,0.014633986592541781,-0.0005200696965794727,-0.02073807783239978,-0.043783281540184404,-0.02045012693578452,-0.052019433307652574,-0.06055157852410875,-0.01985428139626111
2009-07-31,-0.00042240062618625895,0.008726527333456024,0.042631178264576075,0.012027048648110439,0.03443807894693984,0.0736197669157106,0.0977431112320335,0.12582616737912455,0.09868306476683086
2009-08-31,0.0022446174230794647,0.005573940035266567,-0.013868702110606757,0.025917689619802564,0.04393871819962136,0.045049541598628284,0.0682413821121064,0.022246678031576206,0.0410401925524988
2009-09-30,0.004245796558930426,0.019861874403824142,0.0664862301624134,0.07583049709560097,0.018117193927453146,0.05358168591719159,0.03654612583020578,0.08729558161232709,0.05459801580396584
2009-10-31,-0.005432066731272278,0.007892859980109135,-0.02306183591856026,-0.040078238627573426,-0.035568294483722895,-0.02285096056999758,-0.057156311695416906,-0.038890634085067655,-0.06881344186897531
2009-11-30,-0.0025292813425165095,-0.021213296018435357,-0.02067287029014664,-0.06623136631448723,-0.042454192585754225,-0.05682423759039712,-0.028074974471138492,-0.026123017057270825,-0.008979364343284835
2009-12-31,0.003969353047930557,0.011434730788919323,0.10409495786218903,0.09446857666203123,-0.013989507617189978,0.05817512699188199,0.04295967155954927,0.0650248177621251,0.07865708977813357
2010-01-31,0.003829345684692731,0.009694642349613813,0.06735584082056856,0.0378085971125981,0.04209566222013872,0.05093804775092314,-0.005085098748906947,-0.02007202392368279,-0.028529952939302827
2010-02-28,-0.002210239210399312,0.02216427156725498,0.0023309861852465197,-0.00288873881383489,-0.002146615368352922,-0.001147942536597446,0.01116731031302809,0.0006186256632128018,0.0428287729686212
2010-03-31,-0.003214983393758142,-0.0007763836135495916,-0.02046458243758209,0.029928824218768746,-0.011534947768402803,0.02721891467380022,0.057675250311238546,0.0764037704081264,0.07271207236199295
2010-04-30,-0.0010762300292505023,0.010209136335498137,0.025582095459864007,-0.012135051753850101,-0.011976064938471032,0.011019926092040944,-0.011996450920538027,-0.00016667231430167462,0.009598276543744344
2010-05-31,-0.003197057794589009,0.016792740902332293,0.0016852419964501486,0.01824711729105899,0.00233071916218619,-0.01834256527540057,-0.07928890309226766,-0.07131557138181344,-0.05612570801369665
2010-06-30,-0.003686799697474208,-0.0027950803820924186,0.04147856791014526,0.031074583950309043,0.04092884463194468,0.037988995350289656,-0.009925185519435331,0.017691120638243074,-0.03698563669932864
2010-07-31,-0.00035143128732229023,0.010221403797691542,0.07223002279344093,-0.046542288021980016,-0.014143866538380179,-0.012637330049772522,0.030757407129907044,0.03285632001580052,0.022142229331317154
2010-08-31,-0.0024955745363991477,0.013232203088332728,0.03246691201851548,-0.039577601804083984,-0.026210960545350104,-0.03923177720191451,-0.07543507133410743,-0.058229250381504616,-0.0882828296274547
2010-09-30,0.0006429695120848677,-0.019150533173424522,0.058652155132591144,0.017381719967528575,-0.016638531493401887,-0.010237055515011972,0.050405345676349356,0.06758661273793498,0.08639874178880991
2010-10-31,-7.913694890515632e-05,-0.004250985613705405,0.021838296238555488,0.00968214931251632,0.022361068960142116,0.03575500646379637,0.047318633039685754,0.038999621881680824,0.07381111858300127
2010-11-30,0.0005972978359993775,0.007042500548341213,0.007170554905782112,-0.006485928488346171,-0.04430580839294529,-0.0180910127677677,-0.027935421855005416,-0.032712971742155816,-0.008624156314053777
2010-12-31,0.0016331818417654187,0.003629347112605874,-0.006939715309983496,0.03513703267202306,-0.02784634106342121,-0.022977998066113114,0.030178833536677274,0.028102709652233715,0.005530779411940578
2011-01-31,0.0017709517370121386,-0.0042396426996026415,-0.052588085487715874,0.031745817970006085,0.033602736343294026,0.05450710914328072,0.05505512941072288,0.0037527692860439554,0.061725743770851604
2011-02-28,0.00040725385341100484,0.010505988612752537,-0.05110363878165125,-0.017800912418858728,-0.012018412262788658,-0.00493142336023078,0.016588381007269115,-0.02696082525678345,0.012926232646732094
2011-03-31,0.0007764989554659429,0.010582652876176546,0.038002253355079674,0.05073323194169688,0.0058172471653281654,0.004343288845908511,-0.008770209149964847,0.05996199198804497,-0.003689994254318929
2011-04-30,-0.0026375729136075554,0.005080205215949318,0.03642018475273856,-0.041668353996107466,-0.011964548643600303,-0.02681569494057856,-0.0009560264435666266,-0.011942232569489342,-0.014728145212516197
2011-05-31,-0.00033684842343839616,-0.00032917428204914945,0.0007312846138001206,0.005785812284923919,0.004996650745501041,0.010690010964208296,-0.015079521640724569,-0.020595254104275207,-0.005976564170333543
2011-06-30,0.0007007419051507924,-0.004466022998179886,-0.014465785334892955,0.04273427023063392,0.002392560904109109,-0.008118865075197323,-0.014212709795167977,-0.013774279255630573,-0.017875549144455993
2011-07-31,0.0020731363047039597,6.633293583946376e-05,-0.07942507350662242,-0.023449741179441652,-0.00329199201476571,-0.012128265337457589,-0.041156772805900355,-0.027787070045821927,-0.00718841061746367
2011-08-31,0.003428802091569816,0.013041390385459595,-0.03234412919964147,0.005167856396321779,0.0179522093771598,-0.03506511714296012,-0.06565339032297934,-0.08465886055459526,-0.044987017413610775
2011-09-30,0.0027120249949119657,0.01143161665719683,-0.09475034198083776,0.07162240975205236,0.09887169046964361,0.0880938877951909,0.027708994019766786,-0.03913496517870185,0.07399018648103728
2011-10-31,0.0004542912441003466,-0.022334773557092014,0.10821103468377302,-0.054031881399678405,-0.04144007270972849,0.002655554336326249,0.0438160582153897,0.07126741420749494,0.044154613575813295
2011-11-30,-0.0004132910763903208,0.0008366526889018733,-0.0430905322744386,0.059124622991602704,0.040641555292375786,0.03629206174106647,0.033265436369433354,-0.011460673623130524,0.03201733438158416
2011-12-31,0.001248951264247955,0.0039613520646120115,0.00027320904946459557,0.014859974296829614,-0.006411509411238359,0.013148427707247334,-0.013615099291574007,-0.024961355645590322,-0.020274516640905182
2012-01-31,-0.0007444887254615118,0.012052197136411369,0.014719491693959696,-0.06425799738212712,-0.04859613180102074,-0.0358435272908364,-0.017299539504334716,0.04187820873750869,0.0141806992744693
2012-02-29,0.001580368201738791,0.0015222033777753108,0.06192550252475515,-0.027979524720686544,-0.02864064331520222,-0.004897831591148316,0.01950239961675071,0.03024566174647636,0.03492791471381329
2012-03-31,0.0013414519083077003,-0.0035025460535900166,0.026682132976131756,0.08535934560523306,0.013419879713463478,0.01934696412782122,0.0338936409943309,-0.01330208111762865,0.07248097119941654
2012-04-30,0.001863521043133698,0.005174779233173554,-0.020812812042672157,-0.008685930334386915,0.0030119234266159367,0.0016909116088779097,-0.019943224528303216,-0.020535257413634267,-0.019566169382015497
2012-05-31,0.0032296593792280337,0.007080181762549875,-0.05958836440662252,0.06664414504741911,0.055694034362032685,0.05271772282512388,-0.02543275825223512,-0.052972054588818596,-0.009486630067569446
2012-06-30,0.004150238422949704,-0.0007652270855795784,0.018680258990407816,-0.01721044942207217,-0.011024761399864969,0.0050509842936659055,0.034424414372357326,0.022256355192003863,0.020355986343923993
2012-07-31,0.006595592912686854,-0.003061231055781266,-0.037161741244318036,-0.04924925427504212,-0.038250805701823154,-0.03115996484651906,-0.03702691966447358,-0.030702175887217575,-0.03911448624810576
2012-08-31,0.005101575092404387,0.014341195953359032,-0.016145187479224554,-0.005023033137466326,0.003568502820141317,0.00662446497445468,0.020201362397100908,-0.008336585165318544,0.04612931515035301
2012-09-30,0.0029581390869559687,0.0029577115738605997,0.016562433556727152,0.02370703075131897,-0.005403890780803833,-0.0037076076030555516,0.009612516502500945,0.041909548128170826,-0.00724434186005396
2012-10-31,-0.001759803869495924,0.0020803435271601334,0.0022052443672462285,0.00997426154706238,0.00855580472244144,0.018843565361053694,0.0031492949247939883,0.003841644276805667,-0.04402673709772065
2012-11-30,-0.00222042594564964,-0.00033827390627449994,-0.0359055093631222,-0.007016613471868993,-0.007120887909879192,0.0009302362781247187,0.00569842829570999,0.0055914441046560626,0.0071520266135143284
2012-12-31,0.00636672142823036,0.003434123332552552,0.04081635790746563,0.04206841012590168,-0.004214103862908103,0.014816619984579615,0.017865298886810876,0.047926272977686146,-0.006210735767318787
2013-01-31,0.005769112323182446,-0.002278930238660992,0.05989908770319263,-0.01581722922978801,-0.024769030284838234,-0.002624036494005,0.03431650185323454,-0.0022477538475023096,0.01040820293378486
2013-02-28,0.0027128953425825664,0.009993938343380027,-2.5368531589742283e-05,0.002205803776474724,-0.0072900926112932085,0.0072964155788104446,0.003860656767455062,-0.010385157505576226,0.007092361184442453
2013-03-31,0.0029139572254279766,0.0033703960362636565,-0.029024822675413953,0.027784688642007227,-0.0036344809090606,0.009071908343741164,0.022299934480882078,-0.01830287549071319,0.02878107668884411
2013-04-30,0.0010326723506974833,0.008149383006776034,-0.034569516241188425,-0.006240816742441591,0.007582127475405542,0.011736901115914966,0.025053501586932425,0.0012487524717492704,0.018550980279366636
2013-05-31,0.00655814488997164,0.0033978321465393257,-0.021196371132413017,0.06295077932631221,0.03134910393830803,0.05679038364175071,0.0633522519917098,0.03568036499869631,0.10016954098823794
2013-06-30,0.005574074436600407,0.006622505311398852,-0.03715389933281954,0.04665048391078952,0.003951355723252226,-0.010667146479521938,-0.009056738316040036,-0.04869771599593353,-0.007697222321843111
2013-07-31,5.125682450901614e-05,0.001605971055806954,-0.07765939475196193,0.008190004248356253,0.020855842048384643,0.027302003056626667,0.061267021288257784,0.01872323000101539,0.0715573575670434
2013-08-31,0.00048511281599350475,0.0006552330353950531,-0.031560187813927,-0.010158982099183866,-0.015350896050568608,-0.01617591661074158,-0.031227659620192028,-0.02716095118262285,-0.013004408930965217
2013-09-30,0.0017638623161235767,0.0018161094217319373,0.051383228751254784,0.03551849057846579,0.007131699782007228,-0.0033553958938694617,0.03619909671601973,0.0510184312739943,0.03370693417928661
2013-10-31,0.00012381483086043588,0.006448386516489268,0.018941251738600506,0.00044646083423538485,0.010277427468975642,0.025511984478489902,0.03960743059779204,0.049051820381759814,0.050588365745603214
2013-11-30,0.0015556704771417795,0.0026751280104877484,-0.033612555696716506,0.047464498374085506,0.038890077854310645,0.05278293539281398,0.06607957648865304,0.03214792208322903,0.08452291616604657
2013-12-31,0.0005896466151229518,0.0013901502836926038,-0.026771996413268107,0.050197510785502386,-0.015484092629809543,-0.004227031307591833,0.01138682577638872,-0.02388974848926284,0.02048415306180207
2014-01-31,-0.001680632837562368,0.013347239799364141,-0.07523729499690113,0.04538941100261806,0.056442594053441875,0.05272343691741255,0.006669890072783513,-0.022493249794032222,0.02542585351928528
2014-02-28,0.0002482653627531306,-0.0006511319923859782,0.07791648888179958,0.002041560751613991,0.016081549628857328,0.022311442256566005,0.052204809673959574,0.035234538242415514,0.0537955389576148
2014-03-31,-0.0006414501601607059,0.010559523861352949,0.010254854660997514,0.008953504178362381,-0.021307198194478016,-0.018328446707339907,-0.019224645900175252,0.009420848079982669,-0.04667122617759911
2014-04-30,-0.003970295894593967,0.008500838059580795,0.02902602413315214,0.0209019766176326,0.03245525620075962,0.027368140263907215,0.03136302286720816,0.024313866775901527,0.01748031563265906
2014-05-31,-0.0035709135893977617,0.011696404248226377,-0.008095148045585865,-0.027997011110955206,-0.02224035291632065,-0.01905165280791077,-0.008872951448112842,0.005929554871789922,0.01623080832180457
2014-06-30,-0.0005020527302500577,0.00669420829850953,-0.01099168694717767,0.041689041082316525,0.0037861091411537373,0.0048568757042457555,0.014361270954277527,0.023012934530301843,0.02730430449039667
2014-07-31,0.0018211743231024702,0.009788489720560234,-0.0016813691034796019,0.03284372834282068,0.023534006147398312,0.01907115811548654,0.016360143782057968,0.05281360501559251,0.04492141951408546
2014-08-31,0.0014215227034064526,0.020604325443408733,0.029513677191623566,0.024645349392411697,0.03026342985767183,0.040883184326658606,0.047223779077967265,0.047735480882793224,0.0768670679467478
2014-09-30,0.00014926129224490658,-0.013409242891366802,-0.015919018292275156,0.004737948081511512,-0.012027190738318816,-0.004941058731837589,-0.01124988580381725,-0.05899728817931815,0.008703712753480808
2014-10-31,-0.0037813961118348116,0.0021284472928340126,-0.029857682886636594,-0.040172553505315456,-0.040039393509278765,-0.028759574316560066,-0.03396343257169243,-0.02885675171520352,-0.014121388285642245
2014-11-30,-0.006644547690815128,0.002180193224567084,0.026991437521123984,0.042508391021650827,0.0387024226041528,0.03491399653581806,0.0634010642763223,0.031483389197081824,0.08981430485359643
2014-12-31,-0.0003731705469526281,0.0016885401222688223,-0.0381528087020927,0.009824400836577984,-0.01277552132223747,-0.020320839117692335,-0.02196039557455365,-0.051744747992020335,-0.028890664838335467
2015-01-31,0.005278730447213942,0.012503468347217161,-0.0008572504930122182,0.04966293500191554,0.04800267292270033,0.05659157418644911,0.030643376685447254,0.05595535478705682,0.028401337612600663
2015-02-28,0.002785691949557023,0.00988185188178714,0.038815509604906095,-0.026482525860569206,-0.034365551576814535,-0.003017300877022011,0.030554542072244173,0.0036609230933577486,0.04403928159949255
2015-03-31,-0.00038482462564526365,0.005654115986225339,-0.019864957308933118,0.019549845917154585,-0.0005463585861513742,0.0036550808500717125,-0.006616198475850044,-0.005170282316859343,-0.014315692392253165
2015-04-30,-0.002730823100297597,-0.008152077320771167,0.026801841444889618,-0.026631787881057578,-0.016280086191294285,-0.014882655065344474,-0.0038038518690484135,0.048235759060587524,-0.008263868368376226
2015-05-31,-0.003143761127617384,-0.0012531673302360602,-0.0054911654143632305,0.003805549741015879,-0.014141609020639545,0.006849283682975882,0.007263467912089094,-0.036393174161498676,0.027038080387870256
2015-06-30,-0.0004990198180025995,0.0020773171618939656,-0.03972691532129935,0.07939347634295313,0.026552991533656645,0.01572264999092532,0.007094310059781339,0.004290370452274317,0.006339215947200216
2015-07-31,-0.0014955944488667106,0.009423306768460371,-0.010966221642642715,0.04655500107621413,0.04889983678379073,0.04045932228491145,0.0653406718604046,-0.025991548923151697,0.09282211339052804
2015-08-31,-0.0016315271049567315,0.006149185296217663,-0.012026154782862397,0.02580677549186272,0.027000336854211993,0.007938692382269963,-0.04207551865444126,-0.06697521126176553,-0.04253821020466275
2015-09-30,-0.003343328259329703,-0.005133834261834669,-0.04615063214640969,-0.007503754391054995,0.0051492922357543325,-0.025973169281613084,-0.03683391465187269,-0.030030888847152215,-0.021379916853422776
2015-10-31,-0.0029353273223704512,-0.002963501143906755,0.03291896683993567,-0.01218610971250289,-0.010099826815192392,0.014970135622329739,0.06609250220278229,0.058276391598599986,0.09887034498240443
2015-11-30,-0.0014987234627489299,-0.003847380291463587,-0.04915493209225519,0.023713075903116332,0.0067642650244397196,0.0009603959185888744,0.01861936601533465,-0.016219603466880228,0.029397478898694596
2015-12-31,0.001730686062390463,-0.0032892773712905887,0.005609527102197198,0.01448023456187486,-0.0004212635930129771,-0.030748513853913417,-0.023183412223352073,-0.027870907989266835,-0.02041118512411466
2016-01-31,0.0029994499942442854,0.010883913898542596,0.0069860143850486445,0.005524159367052972,0.014238005398414577,-0.010637418547323918,-0.05463064433936071,-0.05970688895197884,-0.06277757315803933
2016-02-29,-0.0006125104740581921,0.010768460472651897,-0.0007662554503568009,-0.025557683373982232,-0.0038592477969171535,-0.019987395075304226,-0.032809894118256966,-0.02715297460388333,-0.041123568829188994
2016-03-31,-0.0005500845799508713,0.004005884973964591,0.05576441648868502,-0.03244815998320505,-0.018163805318181514,-0.0015067660325831511,0.020875429232716236,0.08250674227553834,0.020871281360073546
2016-04-30,-0.0008533569494492133,0.0012549849506302557,0.012683985377765605,-0.014594519608598477,-0.0014874359947876226,0.023984125574077586,0.0009981797175615537,-0.009238313578814328,-0.04536029066315772
2016-05-31,-0.00021874236882524212,0.003866860518191517,-0.020093634982642827,0.04348167629259381,0.029483203932602287,0.049925128745154534,0.04934234667503645,0.004556408655455257,0.08994658525050614
2016-06-30,0.0005698852934115095,0.005880261692268185,0.013253178466686943,-0.014674760675970733,-0.014951483715544334,-0.03409317321267791,-0.05362553948677884,-0.004648225574541809,-0.06495477046484344
2016-07-31,-0.000402318503230803,0.00834246482150136,0.02689014549806279,-0.014815952851069847,-0.007389828889639016,0.011819787416107674,0.026806502462810577,0.0347615438645954,0.055436105422645765
2016-08-31,0.000356820951508352,0.01757810745661592,-0.0021350745895422074,0.03437663851941064,0.029352400911291765,0.05601833826681313,0.035236296101192055,0.06008265547196956,0.045529469383732035
2016-09-30,0.0022980584354905798,0.015686979315147287,-0.025819390643365914,0.007596806171882742,-0.028551095597686982,-0.027432611835552678,-0.02873855592287211,-0.02144691281368616,-0.012271649862933942
2016-10-31,0.0013195038464368647,-0.004858670959317912,0.06685805363512198,-0.010744627564142184,-0.03820140794826743,-0.0069265443468242704,-0.029889665697832246,-0.008385965367597059,-0.025437174718275113
2016-11-30,0.0012649545624043856,-0.02209578878987506,-0.021179971438138656,0.033289065602655654,-0.00776517541766264,0.028386706710376686,0.0481468469955153,-0.014275038370858306,0.03775149762719954
2016-12-31,0.0015241787328015288,0.020019635352648946,-0.014564879818977583,0.025283723118340262,-0.011071288982540395,0.01182909700239776,0.017265698264882667,-0.004312885243515696,0.004892828387086157
2017-01-31,0.00425837750919178,0.01162884125024588,0.012733154302143834,-0.03385798088337266,-0.022965832473278214,-0.019828055154380686,-0.01054003453125274,0.019012248711610003,0.01682517704635944
2017-02-28,-0.0003139008991545067,0.012939544088514499,0.03528403026248661,0.0020384647528750577,0.006774215367113978,0.016620975301286478,0.02983854845321776,0.032712958499484746,0.04582018247776776
2017-03-31,-0.0002561660167514912,0.0024141283164254013,0.09383544607898431,0.06443267186418655,0.01366903515045137,0.00985836485312519,0.022894543722270067,0.03766337247634244,0.03283332650491633
2017-04-30,-0.0010869465730537486,0.005876869326199685,-0.0009290034702230665,0.007423954087918627,0.018779243853722427,0.019056750375479492,0.02234066451344008,0.029478079008563363,0.03520596484000471
2017-05-31,-7.167888553272217e-05,-0.0006046256845052556,0.009996976690182624,0.00515908274602106,0.020713592320791063,0.013896720607626367,0.026422704381887874,0.03487608193516256,0.04415236333193362
2017-06-30,0.0007895394857269089,-0.002942440152821635,-0.02359731708011248,0.036561476086946376,-0.015210953330694776,-0.013013284796959068,-0.010553735096976768,-0.004422401097612827,-0.03797142639346607
2017-07-31,0.004735807560987126,6.448554740434709e-05,0.06957574794077148,-0.01633132328536213,0.00020706611703924516,-0.005436528692296161,0.007210267105760337,0.04230355425486332,0.024698332423246816
2017-08-31,0.0018500638476155462,0.0037431240145964217,0.01721915862155221,-0.03795407310884025,-0.02842332784471635,-0.03832902280362982,-0.03659939363586329,-0.01649378137406121,-0.018393703163869235
2017-09-30,5.947252944760173e-05,-0.004509043828356152,0.034584885615572825,0.06053172769355153,0.00842776719003413,0.026729956779868447,0.04043318044787192,0.013547060540184397,0.016423179088792317
2017-10-31,0.0029501816031531902,-0.008360177375378086,0.04694044929580077,-0.004972930029610079,-0.008737739745178774,-0.0007690307608505531,0.013831572451600938,0.029908974020649737,0.04032222104941363
2017-11-30,-0.0015151557851640352,-0.0030922316999278943,-0.10785438099766176,0.01741593187982482,0.028714685141311147,0.014816368323481877,0.039460839055388996,0.019457333492425066,0.03840877458383196
2017-12-31,-0.0005145990809005685,0.012149203538434739,0.10938229633020846,-0.0006590971314759386,-0.05040944602581354,-0.050826062493068425,-0.04089070460064981,-0.019718566253555614,-0.04877620659959947
2018-01-31,0.001442140260531799,0.005527847144924047,0.05120405131241079,-0.02411387145007826,-0.012484322828875904,-0.018263469216839634,0.02741298118994706,0.057223696665039014,0.06079235021960283
2018-02-28,-0.0017048517692423992,0.0045962821652549835,-0.04664120611389766,-0.015136234907205726,-0.023875180651166894,-0.023505513459093685,-0.05593655956567256,-0.060558120093600065,-0.027110244640793146
2018-03-31,0.0003559332550255867,0.006644354189953017,-0.012402015482040896,0.046439628541261824,0.025359034568581018,0.008431013638149576,-0.007553641995093785,-0.004303395486963346,-0.025366451818008784
2018-04-30,0.0008246499343569358,0.00237758810775901,0.028995384433849747,0.01474149156098492,-0.0015117620895909178,0.021344628245430375,0.02640194442547994,0.010251527412221684,0.018903889944141605
2018-05-31,-0.000590161649015597,0.0038430061466232512,-0.0473927564040153,0.02709981085094393,0.019308932414074054,0.026814772205098203,0.033536132344555325,-0.009294096274791386,0.08541360189422553
2018-06-30,-0.0009604360213610885,0.002513505673451766,-0.031079857463478744,0.07653132424049591,0.027690803763803062,0.036425072301269346,0.03178813696722971,-0.010608346909555477,0.043553549131877256
2018-07-31,0.0005889538159260521,0.006222934407683844,0.023477053716708607,-0.0285978604461119,-0.03021950846020116,-0.017998973761989112,0.001742457794437824,-0.007257902730226196,-0.0017882223209700898
2018-08-31,-0.0010544421458513753,0.0058077430622061055,-0.03320206917967139,0.0690337583844085,0.07015511055212809,0.07692264708966645,0.08226080114471879,0.04012672382755844,0.1332189159516266
2018-09-30,-0.0005760321084354869,-0.0023048817186551718,-7.701213291533282e-05,0.008488663396889251,-0.04865041074823395,-0.035037238618622735,-0.035034897885380833,-0.04546984243036267,-0.0431630798452749
2018-10-31,-0.0004182024738045298,-0.0042466741662792185,-0.036545686699170576,0.05769088573637515,0.045875753726312585,0.0407840350648927,-0.019973028642603752,-0.03441653890601182,-0.03348070453678098
2018-11-30,-0.0014789795099477976,0.004003457799061971,-0.0021837293692299475,-0.038111251035671256,-0.03510324888499161,-0.04638574153649999,-0.027184356489677097,0.0015287231650478184,-0.03897657957677558
2018-12-31,0.0009413143483305575,0.008287794026704542,-0.002457029906338226,0.029522400320128872,0.05089034876573928,0.00800765875727727,-0.048259526308144896,0.002776156046890632,-0.06088291199139617
2019-01-31,0.0032345606638006785,0.0092470665582991,0.059548436472986355,-0.055774295032043564,-0.0413984299724518,-0.013091867100283872,0.017692031712527534,0.02690013805701863,0.030695105773806075
2019-02-28,0.001835679494529563,0.004621291376435188,-0.02222121984032066,-0.0001126282209055196,-0.005867966892970644,0.016516504786729724,0.029953841886333654,0.0021348244779253456,0.029240707500588936
2019-03-31,0.002065899773505242,0.019976031060379373,-0.005639757612011631,0.0800852238788714,0.050957432142000325,0.04772402871558756,0.0515958012292681,0.04667327640055885,0.07978598589029118
2019-04-30,-0.0008506066680638025,0.006110845194169379,-0.0171860378651153,-0.007883594230652546,-0.010821267828795,0.0062234742069009474,0.02729616839425142,0.013003898727853347,0.04665622171220685
2019-05-31,-0.0010633623374971535,0.017753900108197662,-0.04395625218541854,0.045945881877354156,0.06010955888907321,0.033512729333107893,-0.01440615166602599,-0.02995086860543461,-0.040302884968581476
2019-06-30,-0.0027723944418940327,0.016633538353031607,0.013673098644077841,-0.010752620204081964,-0.028283129420525244,-0.027692246358397066,0.01328194248924941,0.009971617988249637,0.023791287518402093
2019-07-31,0.0004868173398702158,0.02831549188211402,-0.02115584290417738,0.025238849189019197,0.02238995972411395,0.03101670002669432,0.030317203908458712,0.012701927155528203,0.04946582965061719
